Fri Apr 17 13:01:05 2015

NPC	Object	Score	Positiv	nNegativ
Avstnd
Boel	BoelsHus	0.933666	0.008400	0.002600	3606.699219
Boel	Matplats1	0.972817	0.021250	0.003675	2237.918457
Boel	Fritidsplats1	0.960242	0.012500	0.007500	2237.918457
Boel	BoelsHus	0.893430	0.008400	0.002494	5623.789063
Boel	Matplats1	1.014709	0.020384	0.003721	97.720001
Boel	Fritidsplats1	0.915649	0.011990	0.007593	4437.427734
Boel	SmartHouse8	0.936959	0.020384	0.003721	3985.227051
Boel	ArbetsplatsBoelErik	0.889543	0.002126	0.005396	5359.351074
Boel	BoelsHus	0.893702	0.008400	0.002222	5623.789063
Boel	Matplats1	1.012344	0.018162	0.003864	97.720001
Boel	Fritidsplats1	0.914049	0.010684	0.007886	4437.427734
Boel	SmartHouse8	0.934594	0.018162	0.003864	3985.227051
Boel	ArbetsplatsBoelErik	0.890148	0.002208	0.004874	5359.351074
Boel	BoelsHus	0.893920	0.008400	0.002004	5623.789063
Boel	Matplats1	1.010404	0.016378	0.004020	97.720001
Boel	Fritidsplats1	0.912682	0.009634	0.008203	4437.427734
Boel	SmartHouse8	0.932653	0.016378	0.004020	3985.227051
Boel	ArbetsplatsBoelErik	0.890656	0.002297	0.004454	5359.351074
