Fri Apr 17 13:02:36 2015

Tid	Sleep	Eat	VE Work	Leisure	
01:43:02	0.312100	0.189921	0.400000	1.000000	
01:44:03	0.314200	0.187841	0.400000	1.000000	
01:45:03	0.316300	0.185761	0.400000	1.000000	
01:46:03	0.318400	0.183681	0.400000	1.000000	
01:47:03	0.320500	0.181601	0.400000	1.000000	
01:48:02	0.322600	0.179521	0.400000	1.000000	
01:49:02	0.324700	0.177441	0.400000	1.000000	
01:50:03	0.326800	0.175361	0.400000	1.000000	
01:51:03	0.328900	0.173281	0.400000	1.000000	
01:52:03	0.331000	0.171201	0.400000	1.000000	
01:53:03	0.333100	0.169121	0.400000	1.000000	
01:54:02	0.335200	0.167041	0.400000	1.000000	
01:55:03	0.337300	0.164961	0.400000	1.000000	
01:56:02	0.339400	0.162881	0.400000	1.000000	
01:57:03	0.341500	0.160801	0.400000	1.000000	
01:58:03	0.343600	0.158721	0.400000	1.000000	
01:59:03	0.345700	0.156641	0.400000	1.000000	
01:60:02	0.347800	0.154561	0.400000	1.000000	
02:01:02	0.349900	0.152481	0.400000	1.000000	
02:02:02	0.352000	0.150401	0.400000	1.000000	
02:03:02	0.354100	0.148321	0.400000	1.000000	
02:04:03	0.356200	0.146241	0.400000	1.000000	
02:05:03	0.358300	0.144161	0.400000	1.000000	
02:06:02	0.360400	0.142081	0.400000	1.000000	
02:07:02	0.362500	0.140001	0.400000	1.000000	
02:08:02	0.364600	0.137921	0.400000	1.000000	
02:09:03	0.366700	0.135841	0.400000	1.000000	
02:10:03	0.368800	0.133761	0.400000	1.000000	
02:11:02	0.370900	0.131681	0.400000	1.000000	
02:12:02	0.373000	0.129601	0.400000	1.000000	
02:13:02	0.375100	0.127521	0.400000	1.000000	
02:14:03	0.377200	0.125441	0.400000	1.000000	
02:15:03	0.377200	0.135441	0.390000	1.000000	
02:16:03	0.377200	0.145441	0.380000	1.000000	
02:17:03	0.377200	0.155441	0.370000	1.000000	
02:18:03	0.377200	0.165441	0.360000	1.000000	
02:19:02	0.377200	0.175441	0.350000	1.000000	
02:20:02	0.377200	0.185441	0.340000	1.000000	
02:21:03	0.377200	0.195441	0.330000	1.000000	
02:22:03	0.377200	0.205441	0.320000	1.000000	
02:23:03	0.377200	0.215441	0.310000	1.000000	
02:24:03	0.377200	0.225441	0.300000	1.000000	
02:25:02	0.377200	0.235441	0.290000	1.000000	
02:26:03	0.377200	0.245441	0.280000	1.000000	
02:27:02	0.377200	0.255441	0.270000	1.000000	
02:28:02	0.377200	0.265441	0.260000	1.000000	
02:29:03	0.377200	0.275441	0.250000	1.000000	
02:30:03	0.377200	0.285441	0.240000	1.000000	
02:31:03	0.377200	0.295441	0.230000	1.000000	
02:32:03	0.377200	0.305441	0.220000	1.000000	
02:33:02	0.377200	0.315441	0.210000	1.000000	
02:34:03	0.377200	0.325441	0.200000	1.000000	
02:35:02	0.377200	0.335441	0.190000	1.000000	
02:36:03	0.377200	0.345441	0.180000	1.000000	
02:37:02	0.377200	0.355441	0.170000	1.000000	
02:38:03	0.377200	0.365441	0.160000	1.000000	
02:39:03	0.377200	0.375441	0.150000	1.000000	
02:40:02	0.377200	0.385441	0.140000	1.000000	
02:41:02	0.377200	0.395441	0.130000	1.000000	
02:42:02	0.377200	0.405441	0.120000	1.000000	
02:43:03	0.377200	0.415441	0.110000	1.000000	
02:44:03	0.377200	0.425441	0.100000	1.000000	
02:45:03	0.377200	0.435441	0.090000	1.000000	
02:46:03	0.377200	0.445441	0.080000	1.000000	
02:47:03	0.377200	0.455441	0.070000	1.000000	
02:48:02	0.377200	0.465441	0.060000	1.000000	
02:49:02	0.377200	0.475441	0.050000	1.000000	
02:50:02	0.377200	0.485441	0.040000	1.000000	
02:51:03	0.377200	0.485441	0.040000	1.000000	
02:52:03	0.379300	0.483361	0.040000	1.000000	
02:53:03	0.381400	0.481281	0.040000	1.000000	
02:54:03	0.383500	0.479201	0.040000	1.000000	
02:55:02	0.385600	0.477121	0.040000	1.000000	
02:56:02	0.387700	0.475041	0.040000	1.000000	
02:57:02	0.389800	0.472961	0.040000	1.000000	
02:58:03	0.391900	0.470881	0.040000	1.000000	
02:59:03	0.394000	0.468801	0.040000	1.000000	
02:60:03	0.396100	0.466721	0.040000	1.000000	
03:01:03	0.398200	0.464641	0.040000	1.000000	
03:02:03	0.400300	0.462561	0.040000	1.000000	
03:03:03	0.402400	0.460481	0.040000	1.000000	
03:04:03	0.404500	0.458401	0.040000	1.000000	
03:05:03	0.406600	0.456321	0.040000	1.000000	
03:06:03	0.408700	0.454241	0.040000	1.000000	
03:07:03	0.410800	0.452161	0.040000	1.000000	
03:08:02	0.412900	0.450081	0.040000	1.000000	
03:09:02	0.415000	0.448001	0.040000	1.000000	
03:10:02	0.417100	0.445921	0.040000	1.000000	
03:11:03	0.419200	0.443841	0.040000	1.000000	
03:12:03	0.421300	0.441761	0.040000	1.000000	
03:13:02	0.423400	0.439681	0.040000	1.000000	
03:14:02	0.425500	0.437601	0.040000	1.000000	
