Fri Apr 17 13:02:36 2015

NPC	Object	Score	Positiv	nNegativ
Avstnd
Ulrika	UlrikasHus	0.907704	0.000840	0.002600	4526.794434
Ulrika	Matplats1	0.956448	0.021250	0.007350	2872.606445
Ulrika	Fritidsplats1	0.906964	0.012500	0.015000	4526.794434
Ulrika	SmartHouse8	0.886257	0.021250	0.007350	6382.152344
Ulrika	ArbetsplatsUlrika	0.978812	0.004200	0.006500	944.387451
Ulrika	UlrikasHus	0.891137	0.000840	0.002653	5352.521484
Ulrika	Matplats1	0.942998	0.021684	0.007150	3576.802979
Ulrika	Fritidsplats1	0.891113	0.012755	0.014591	5352.521484
Ulrika	SmartHouse8	0.869613	0.021684	0.007150	7246.064941
Ulrika	ArbetsplatsUlrika	0.995512	0.004086	0.006617	97.796631
Ulrika	UlrikasHus	0.891053	0.000840	0.002737	5352.521484
Ulrika	Matplats1	0.943963	0.022368	0.006869	3576.802979
Ulrika	Fritidsplats1	0.892089	0.013158	0.014019	5352.521484
Ulrika	SmartHouse8	0.870578	0.022368	0.006869	7246.064941
Ulrika	ArbetsplatsUlrika	0.995168	0.003925	0.006802	97.796631
Ulrika	UlrikasHus	0.890963	0.000840	0.002826	5352.521484
Ulrika	Matplats1	0.944952	0.023098	0.006610	3576.802979
Ulrika	Fritidsplats1	0.893047	0.013587	0.013489	5352.521484
Ulrika	SmartHouse8	0.871567	0.023098	0.006610	7246.064941
Ulrika	ArbetsplatsUlrika	0.994824	0.003777	0.006997	97.796631
Ulrika	UlrikasHus	0.890868	0.000840	0.002921	5352.521484
Ulrika	Matplats1	0.945971	0.023876	0.006369	3576.802979
Ulrika	Fritidsplats1	0.893996	0.014045	0.012998	5352.521484
Ulrika	SmartHouse8	0.872586	0.023876	0.006369	7246.064941
Ulrika	ArbetsplatsUlrika	0.994478	0.003640	0.007205	97.796631
Ulrika	UlrikasHus	0.890766	0.000840	0.003023	5352.521484
Ulrika	Matplats1	0.947028	0.024709	0.006145	3576.802979
Ulrika	Fritidsplats1	0.894943	0.014535	0.012542	5352.521484
Ulrika	SmartHouse8	0.873643	0.024709	0.006145	7246.064941
Ulrika	ArbetsplatsUlrika	0.994129	0.003512	0.007427	97.796631
Ulrika	UlrikasHus	0.890657	0.000840	0.003133	5352.521484
Ulrika	Matplats1	0.948129	0.025602	0.005937	3576.802979
Ulrika	Fritidsplats1	0.895894	0.015060	0.012116	5352.521484
Ulrika	SmartHouse8	0.874744	0.025602	0.005937	7246.064941
Ulrika	ArbetsplatsUlrika	0.993773	0.003393	0.007663	97.796631
Ulrika	UlrikasHus	0.890540	0.000840	0.003250	5352.521484
Ulrika	Matplats1	0.949284	0.026563	0.005742	3576.802979
Ulrika	Fritidsplats1	0.896856	0.015625	0.011719	5352.521484
Ulrika	SmartHouse8	0.875899	0.026563	0.005742	7246.064941
Ulrika	ArbetsplatsUlrika	0.993409	0.003281	0.007917	97.796631
Ulrika	UlrikasHus	0.890413	0.000840	0.003377	5352.521484
Ulrika	Matplats1	0.950502	0.027597	0.005560	3576.802979
Ulrika	Fritidsplats1	0.897837	0.016234	0.011346	5352.521484
Ulrika	SmartHouse8	0.877116	0.027597	0.005560	7246.064941
Ulrika	ArbetsplatsUlrika	0.993033	0.003177	0.008188	97.796631
Ulrika	UlrikasHus	0.890276	0.000840	0.003514	5352.521484
Ulrika	Matplats1	0.951792	0.028716	0.005389	3576.802979
Ulrika	Fritidsplats1	0.898844	0.016892	0.010997	5352.521484
Ulrika	SmartHouse8	0.878406	0.028716	0.005389	7246.064941
Ulrika	ArbetsplatsUlrika	0.992642	0.003079	0.008481	97.796631
Ulrika	UlrikasHus	0.890128	0.000840	0.003662	5352.521484
Ulrika	Matplats1	0.953166	0.029930	0.005228	3576.802979
Ulrika	Fritidsplats1	0.899887	0.017606	0.010669	5352.521484
Ulrika	SmartHouse8	0.879781	0.029930	0.005228	7246.064941
Ulrika	ArbetsplatsUlrika	0.992235	0.002987	0.008797	97.796631
Ulrika	UlrikasHus	0.889966	0.000840	0.003824	5352.521484
Ulrika	Matplats1	0.954638	0.031250	0.005076	3576.802979
Ulrika	Fritidsplats1	0.900973	0.018382	0.010359	5352.521484
Ulrika	SmartHouse8	0.881253	0.031250	0.005076	7246.064941
Ulrika	ArbetsplatsUlrika	0.991806	0.002901	0.009139	97.796631
Ulrika	UlrikasHus	0.889790	0.000840	0.004000	5352.521484
Ulrika	Matplats1	0.956223	0.032692	0.004933	3576.802979
Ulrika	Fritidsplats1	0.902113	0.019231	0.010067	5352.521484
Ulrika	SmartHouse8	0.882838	0.032692	0.004933	7246.064941
Ulrika	ArbetsplatsUlrika	0.991352	0.002819	0.009510	97.796631
Ulrika	UlrikasHus	0.889596	0.000840	0.004194	5352.521484
Ulrika	Matplats1	0.957940	0.034274	0.004798	3576.802979
Ulrika	Fritidsplats1	0.903320	0.020161	0.009791	5352.521484
Ulrika	SmartHouse8	0.884555	0.034274	0.004798	7246.064941
Ulrika	ArbetsplatsUlrika	0.990869	0.002742	0.009916	97.796631
Ulrika	UlrikasHus	0.889383	0.000840	0.004407	5352.521484
Ulrika	Matplats1	0.959811	0.036017	0.004670	3576.802979
Ulrika	Fritidsplats1	0.904606	0.021186	0.009530	5352.521484
Ulrika	SmartHouse8	0.886426	0.036017	0.004670	7246.064941
Ulrika	ArbetsplatsUlrika	0.990351	0.002668	0.010361	97.796631
Ulrika	UlrikasHus	0.889147	0.000840	0.004643	5352.521484
Ulrika	Matplats1	0.961862	0.037946	0.004548	3576.802979
Ulrika	Fritidsplats1	0.905989	0.022321	0.009282	5352.521484
Ulrika	SmartHouse8	0.888477	0.037946	0.004548	7246.064941
Ulrika	ArbetsplatsUlrika	0.989791	0.002599	0.010852	97.796631
Ulrika	UlrikasHus	0.888975	0.000840	0.004815	5352.521484
Ulrika	Matplats1	0.963345	0.039352	0.004471	3576.802979
Ulrika	Fritidsplats1	0.906974	0.023148	0.009124	5352.521484
Ulrika	SmartHouse8	0.889960	0.039352	0.004471	7246.064941
Ulrika	ArbetsplatsUlrika	0.989392	0.002555	0.011207	97.796631
Ulrika	UlrikasHus	0.888692	0.000840	0.005098	5352.521484
Ulrika	Matplats1	0.965771	0.041667	0.004359	3576.802979
Ulrika	Fritidsplats1	0.908563	0.024510	0.008897	5352.521484
Ulrika	SmartHouse8	0.892386	0.041667	0.004359	7246.064941
Ulrika	ArbetsplatsUlrika	0.988744	0.002491	0.011791	97.796631
Ulrika	UlrikasHus	0.888373	0.000840	0.005417	5352.521484
Ulrika	Matplats1	0.968481	0.044271	0.004253	3576.802979
