Fri Apr 17 13:00:02 2015

NPC	Object	Score	Positiv	nNegativ
Avstnd
Erik	Matplats1	0.967372	0.014167	0.003675	2155.986816
Erik	EriksHus	0.933624	0.004200	0.001733	3442.132813
Erik	Fritidsplats1	0.954150	0.008333	0.007500	2334.154785
Erik	SmartHouse8	0.934998	0.014167	0.003675	3774.689209
Erik	ArbetsplatsBoelErik	0.913997	0.002100	0.004083	4200.985352
Erik	Matplats1	1.008093	0.013776	0.003721	98.156273
Erik	EriksHus	0.913506	0.004200	0.001686	4450.400391
Erik	Fritidsplats1	0.911785	0.008104	0.007593	4436.258789
Erik	SmartHouse8	0.930346	0.013776	0.003721	3985.468994
Erik	ArbetsplatsBoelErik	0.890954	0.002126	0.003991	5359.042969
Erik	Matplats1	1.006897	0.012725	0.003864	98.156273
Erik	EriksHus	0.913635	0.004200	0.001557	4450.400391
Erik	Fritidsplats1	0.910873	0.007485	0.007886	4436.258789
Erik	SmartHouse8	0.929151	0.012725	0.003864	3985.468994
Erik	ArbetsplatsBoelErik	0.891283	0.002208	0.003744	5359.042969
Erik	Matplats1	1.005839	0.011822	0.004020	98.156273
Erik	EriksHus	0.913745	0.004200	0.001446	4450.400391
Erik	Fritidsplats1	0.910025	0.006954	0.008203	4436.258789
Erik	SmartHouse8	0.928093	0.011822	0.004020	3985.468994
Erik	ArbetsplatsBoelErik	0.891585	0.002297	0.003532	5359.042969
