Thu Apr 16 13:43:54 2015

Tid	Sleep	Eat	VE Work	Leisure	
00:01:03	0.500000	0.200000	0.500000	0.500000	
00:02:02	0.500000	0.200000	0.500000	0.500000	
00:03:02	0.500000	0.200000	0.500000	0.500000	
00:04:03	0.500000	0.200000	0.500000	0.500000	
00:05:02	0.500000	0.200000	0.500000	0.500000	
00:06:02	0.500000	0.210000	0.490000	0.500000	
00:07:03	0.500000	0.220000	0.480000	0.500000	
00:08:02	0.500000	0.230000	0.470000	0.500000	
00:09:02	0.500000	0.240000	0.460000	0.500000	
00:10:03	0.500000	0.250000	0.450000	0.500000	
00:11:02	0.500000	0.260000	0.440000	0.500000	
