Fri Apr 17 13:01:05 2015

Tid	Sleep	Eat	VE Work	Leisure	
00:01:03	1.000000	0.400000	0.200000	0.400000	
00:02:02	1.000000	0.400000	0.200000	0.400000	
00:03:02	1.000000	0.400000	0.200000	0.400000	
00:04:03	1.000000	0.400000	0.200000	0.400000	
00:05:02	1.000000	0.400000	0.200000	0.400000	
00:06:02	1.000000	0.417000	0.195100	0.400000	
00:07:03	1.000000	0.434000	0.190200	0.400000	
00:08:02	1.000000	0.451000	0.185300	0.400000	
00:09:02	1.000000	0.468000	0.180400	0.400000	
00:10:03	1.000000	0.485000	0.175500	0.400000	
