00:00:01	0.500000	0.500000	0.500000	0.500000	
00:00:02	0.500000	0.500000	0.500000	0.500000	
00:00:03	0.500000	0.500000	0.500000	0.500000	
00:00:04	0.500000	0.500000	0.500000	0.500000	
00:00:05	0.500000	0.500000	0.500000	0.500000	
00:00:06	0.500000	0.500000	0.500000	0.500000	
00:00:07	0.500000	0.500000	0.500000	0.500000	
00:00:08	0.500000	0.500000	0.500000	0.500000	
00:00:09	0.500000	0.500000	0.500000	0.500000	
00:00:10	0.500000	0.500000	0.500000	0.500000	
00:00:11	0.500000	0.500000	0.500000	0.500000	
00:00:12	0.500000	0.500000	0.500000	0.500000	
00:00:13	0.500000	0.500000	0.500000	0.500000	
00:00:14	0.510000	0.500000	0.490000	0.500000	
00:00:15	0.520000	0.500000	0.480000	0.500000	
00:00:16	0.530000	0.500000	0.470000	0.500000	
00:00:18	0.530000	0.500000	0.470000	0.500000	
00:00:19	0.530000	0.500000	0.470000	0.500000	
00:00:20	0.530000	0.500000	0.470000	0.500000	
00:00:21	0.530000	0.500000	0.480000	0.490000	
00:00:22	0.530000	0.500000	0.490000	0.480000	
00:00:23	0.530000	0.500000	0.500000	0.470000	
00:00:24	0.530000	0.500000	0.510000	0.460000	
00:00:25	0.530000	0.500000	0.520000	0.450000	
00:00:26	0.530000	0.500000	0.530000	0.440000	
00:00:27	0.530000	0.500000	0.540000	0.430000	
00:00:29	0.530000	0.500000	0.540000	0.430000	
00:00:30	0.530000	0.500000	0.540000	0.430000	
00:00:31	0.530000	0.500000	0.540000	0.430000	
00:00:32	0.530000	0.500000	0.540000	0.430000	
00:00:33	0.530000	0.500000	0.540000	0.430000	
00:00:35	0.530000	0.500000	0.540000	0.430000	
00:00:36	0.530000	0.490000	0.540000	0.440000	
00:00:37	0.530000	0.480000	0.540000	0.450000	
00:00:38	0.530000	0.470000	0.540000	0.460000	
00:00:39	0.530000	0.460000	0.540000	0.470000	
00:00:41	0.530000	0.450000	0.540000	0.480000	
00:00:42	0.530000	0.440000	0.540000	0.490000	
00:00:43	0.530000	0.430000	0.540000	0.500000	
00:00:44	0.530000	0.420000	0.540000	0.510000	
00:00:45	0.530000	0.410000	0.540000	0.520000	
00:00:47	0.530000	0.400000	0.540000	0.530000	
00:00:48	0.530000	0.400000	0.540000	0.530000	
00:00:49	0.530000	0.400000	0.540000	0.530000	
00:00:50	0.530000	0.400000	0.540000	0.530000	
00:00:51	0.520000	0.410000	0.540000	0.530000	
00:00:53	0.510000	0.420000	0.540000	0.530000	
00:00:54	0.500000	0.430000	0.540000	0.530000	
00:00:55	0.490000	0.440000	0.540000	0.530000	
00:00:56	0.480000	0.450000	0.540000	0.530000	
00:00:57	0.470000	0.460000	0.540000	0.530000	
00:00:59	0.460000	0.470000	0.540000	0.530000	
00:00:60	0.450000	0.480000	0.540000	0.530000	
00:01:01	0.440000	0.490000	0.540000	0.530000	
00:01:02	0.430000	0.500000	0.540000	0.530000	
00:01:03	0.420000	0.510000	0.540000	0.530000	
00:01:04	0.410000	0.520000	0.540000	0.530000	
00:01:06	0.400000	0.530000	0.540000	0.530000	
00:01:07	0.390000	0.540000	0.540000	0.530000	
00:01:08	0.390000	0.540000	0.540000	0.530000	
00:01:09	0.390000	0.540000	0.540000	0.530000	
00:01:10	0.390000	0.540000	0.540000	0.530000	
00:01:11	0.390000	0.540000	0.540000	0.530000	
00:01:13	0.390000	0.540000	0.540000	0.530000	
00:01:14	0.390000	0.540000	0.540000	0.530000	
00:01:15	0.390000	0.540000	0.540000	0.530000	
00:01:16	0.390000	0.540000	0.540000	0.530000	
00:01:18	0.400000	0.540000	0.530000	0.530000	
00:01:19	0.410000	0.540000	0.520000	0.530000	
00:01:20	0.420000	0.540000	0.510000	0.530000	
00:01:21	0.430000	0.540000	0.500000	0.530000	
