Thu Apr 02 14:53:48 2015

Tid	Sleep	Eat	VE Work	Leisure	
00:01:03	0.500000	1.000000	0.900000	1.000000	
00:02:02	0.499653	0.997917	0.900000	1.000000	
00:03:02	0.499305	0.995833	0.900000	1.000000	
00:04:03	0.498958	0.993750	0.900000	1.000000	
00:05:02	0.498611	0.991666	0.900000	1.000000	
00:06:02	0.498264	0.989583	0.900000	1.000000	
00:07:03	0.499916	0.986499	0.900000	1.000000	
00:08:03	0.502569	0.982916	0.900000	1.000000	
00:09:02	0.505222	0.979332	0.900000	1.000000	
00:10:03	0.508875	0.975248	0.900000	1.000000	
00:11:03	0.511527	0.971665	0.900000	1.000000	
00:12:02	0.514180	0.968081	0.900000	1.000000	
00:13:02	0.516833	0.964498	0.900000	1.000000	
00:14:03	0.520485	0.960414	0.900000	1.000000	
00:15:02	0.523138	0.956831	0.900000	1.000000	
00:16:02	0.525791	0.953247	0.900000	1.000000	
00:17:02	0.528443	0.949664	0.900000	1.000000	
00:18:03	0.532096	0.945580	0.900000	1.000000	
00:19:03	0.534749	0.941996	0.900000	1.000000	
00:20:02	0.537402	0.938413	0.900000	1.000000	
00:21:02	0.540054	0.934829	0.900000	1.000000	
00:22:03	0.543707	0.930746	0.900000	1.000000	
00:23:03	0.546360	0.927162	0.900000	1.000000	
00:24:02	0.549012	0.923579	0.900000	1.000000	
00:25:02	0.551665	0.919995	0.900000	1.000000	
00:26:02	0.554318	0.916412	0.900000	1.000000	
00:27:03	0.557970	0.912328	0.900000	1.000000	
00:28:02	0.560623	0.908744	0.900000	1.000000	
00:29:02	0.563276	0.905161	0.900000	1.000000	
00:30:02	0.565929	0.901577	0.900000	1.000000	
00:31:03	0.569581	0.897494	0.900000	1.000000	
00:32:02	0.572234	0.893910	0.900000	1.000000	
00:33:02	0.574887	0.890327	0.900000	1.000000	
00:34:02	0.574539	0.888243	0.900000	1.000000	
00:35:03	0.574192	0.886160	0.900000	1.000000	
00:36:02	0.573845	0.884076	0.900000	1.000000	
00:37:02	0.573498	0.881993	0.900000	1.000000	
00:38:02	0.573150	0.879909	0.900000	1.000000	
00:39:03	0.572803	0.877826	0.900000	1.000000	
00:40:02	0.572456	0.875742	0.900000	1.000000	
00:41:02	0.548109	1.173659	0.900000	1.000000	
00:42:02	0.523761	1.471575	0.900000	1.000000	
00:43:03	0.523414	1.469492	0.900000	1.000000	
00:44:02	0.523067	1.467408	0.900000	1.000000	
00:45:02	0.522720	1.465325	0.900000	1.000000	
00:46:03	0.522372	1.463241	0.900000	1.000000	
00:47:02	0.522025	1.461158	0.900000	1.000000	
00:48:02	0.521678	1.459074	0.900000	1.000000	
00:49:02	0.521330	1.456991	0.900000	1.000000	
00:50:03	0.524983	1.452907	0.900000	1.000000	
00:51:02	0.527636	1.449324	0.900000	1.000000	
00:52:02	0.530289	1.445740	0.900000	1.000000	
00:53:02	0.532941	1.442157	0.900000	1.000000	
00:54:03	0.536594	1.438074	0.900000	1.000000	
00:55:02	0.539247	1.434490	0.900000	1.000000	
00:56:02	0.541899	1.430907	0.900000	1.000000	
00:57:02	0.544552	1.427323	0.900000	1.000000	
00:58:03	0.548205	1.423240	0.900000	1.000000	
00:59:02	0.550857	1.419656	0.900000	1.000000	
00:60:02	0.553510	1.416073	0.900000	1.000000	
01:01:02	0.556163	1.412490	0.900000	1.000000	
01:02:03	0.559816	1.408406	0.900000	1.000000	
01:03:02	0.562468	1.404823	0.900000	1.000000	
01:04:02	0.565121	1.401239	0.900000	1.000000	
01:05:02	0.567774	1.397656	0.900000	1.000000	
01:06:03	0.571426	1.393572	0.900000	1.000000	
01:07:03	0.574079	1.389989	0.900000	1.000000	
01:08:02	0.576732	1.386406	0.900000	1.000000	
01:09:02	0.579385	1.382822	0.900000	1.000000	
01:10:03	0.583037	1.378739	0.900000	1.000000	
01:11:02	0.585690	1.375155	0.900000	1.000000	
01:12:02	0.588343	1.371572	0.900000	1.000000	
01:13:02	0.590995	1.367988	0.900000	1.000000	
01:14:03	0.594648	1.363905	0.900000	1.000000	
01:15:03	0.597301	1.360322	0.900000	1.000000	
01:16:02	0.599953	1.356738	0.900000	1.000000	
01:17:02	0.602606	1.353155	0.900000	1.000000	
01:18:03	0.606259	1.349071	0.900000	1.000000	
01:19:03	0.608912	1.345488	0.900000	1.000000	
01:20:02	0.611564	1.341905	0.900000	1.000000	
01:21:02	0.614217	1.338321	0.900000	1.000000	
01:22:03	0.617870	1.334238	0.900000	1.000000	
01:23:02	0.620522	1.330654	0.900000	1.000000	
01:24:02	0.623175	1.327071	0.900000	1.000000	
01:25:02	0.625828	1.323487	0.900000	1.000000	
01:26:03	0.629480	1.319404	0.900000	1.000000	
01:27:02	0.632133	1.315821	0.900000	1.000000	
01:28:02	0.634786	1.312237	0.900000	1.000000	
01:29:02	0.637439	1.308654	0.900000	1.000000	
01:30:03	0.641091	1.304570	0.900000	1.000000	
01:31:02	0.643744	1.300987	0.900000	1.000000	
01:32:02	0.646397	1.297403	0.900000	1.000000	
01:33:02	0.649049	1.293820	0.900000	1.000000	
