Tue Apr 07 15:51:34 2015

Tid	Sleep	Eat	VE Work	Leisure	
00:01:03	0.500000	1.000000	0.900000	1.000000	
00:02:02	0.499653	0.997917	0.900000	1.000000	
00:03:03	0.499305	0.995833	0.900000	1.000000	
00:04:03	0.498958	0.993750	0.900000	1.000000	
00:05:02	0.478611	1.011666	0.900000	1.000000	
00:06:02	0.448264	1.039582	0.900000	1.000000	
00:07:03	0.407917	1.077499	0.900000	1.000000	
00:08:02	0.377569	1.105415	0.900000	1.000000	
00:09:02	0.347222	1.133332	0.900000	1.000000	
00:10:03	0.306875	1.171248	0.900000	1.000000	
00:11:02	0.276528	1.199165	0.900000	1.000000	
00:12:02	0.246180	1.227081	0.900000	1.000000	
00:13:03	0.205833	1.264997	0.900000	1.000000	
00:14:02	0.175486	1.292914	0.900000	1.000000	
00:15:02	0.145139	1.320830	0.900000	1.000000	
00:16:03	0.104791	1.358747	0.900000	1.000000	
00:17:02	0.074444	1.386663	0.900000	1.000000	
00:18:02	0.044097	1.414580	0.900000	1.000000	
00:19:03	0.003750	1.452496	0.900000	1.000000	
00:20:02	-0.026598	1.480412	0.900000	1.000000	
00:21:02	-0.056945	1.508329	0.900000	1.000000	
00:22:02	-0.087292	1.536245	0.900000	1.000000	
00:23:03	-0.127639	1.574162	0.900000	1.000000	
00:24:02	-0.157987	1.602078	0.900000	1.000000	
00:25:02	-0.188334	1.629995	0.900000	1.000000	
00:26:03	-0.228681	1.667911	0.900000	1.000000	
00:27:02	-0.259028	1.695827	0.900000	1.000000	
00:28:02	-0.289376	1.723744	0.900000	1.000000	
00:29:03	-0.329723	1.761660	0.900000	1.000000	
00:30:02	-0.360070	1.789577	0.900000	1.000000	
00:31:02	-0.390417	1.817493	0.900000	1.000000	
00:32:03	-0.430765	1.855410	0.900000	1.000000	
00:33:02	-0.461112	1.883326	0.900000	1.000000	
